"maximumDepthInMeters"	"magnification"	"identifiedBy"	"minimumDepthInMeters"	"organismQuantityType"	"scientificName"	"identificationQualifier"	"year"	"expedition"	"locationID"	"fieldNumber"	"taxonRank"	"basisOfRecord"	"organismQuantity"	"individualCount"	"sampleSizeValue"	"sampleSizeUnit"	"occurrenceStatus"	"quantificationStatus"	"fieldsInCount"	"maxFields"	"takenVolume"	"bottleVolume"	"initialVolume"	"cellsInChamber"	"gear"	"sampletype"	"previousIdentifications"	"add"	"lifeStage"	"identificationRemarks"	"foto"
10	60	"AT"	10	"cells/l"	"Olisthodiscus"	"sp."	2017	"GlacierFront2017"	"KpN4"	"PHT-004"	"species"	"Occurrence"	4117.60148514851	1	0.00024285983080364363	"l"	"present"	"verified"	404	16635.11	10	1000	1	41.1760148514852	"Niskin bottle"	"phytoplankton"					
10	60	"AT"	10	"cells/l"	"Prorocentrum cordatum"		2017	"GlacierFront2017"	"KpN4"	"PHT-004"		"Occurrence"	4117.60148514851	1	0.00024285983080364363	"l"	"present"	"verified"	404	16635.11	10	1000	1	41.1760148514852	"Niskin bottle"	"phytoplankton"					
10	60	"AT"	10	"cells/l"	"Ciliophora"	"indet."	2017	"GlacierFront2017"	"KpN4"	"PHT-004"		"Occurrence"	4117.60148514851	1	0.00024285983080364363	"l"	"present"	"verified"	404	16635.11	10	1000	1	41.1760148514852	"Niskin bottle"	"phytoplankton"	"Ciliophora indet. cyst"		"cyst"		
10	60	"AT"	10	"cells/l"	"Pyramimonas"	"sp."	2017	"GlacierFront2017"	"Kc7"	"PHT-015"	"species"	"Occurrence"	2546.19030612245	3	0.0011782308623147066	"l"	"present"	"verified"	392	16635.11	50	1000	1	127.309515306122	"Niskin bottle"	"phytoplankton"					
10	60	"AT"	10	"cells/l"	"Gymnodinium"	"sp."	2017	"GlacierFront2017"	"Kc7"	"PHT-015"	"species"	"Occurrence"	3394.92040816327	4	0.0011782308623147066	"l"	"present"	"verified"	392	16635.11	50	1000	1	169.746020408163	"Niskin bottle"	"phytoplankton"	"Gymnodinium sp. 10-20um"				
10	60	"AT"	10	"cells/l"	"Leucocryptos marina"		2017	"GlacierFront2017"	"Kc7"	"PHT-015"		"Occurrence"	848.730102040816	1	0.0011782308623147066	"l"	"present"	"verified"	392	16635.11	50	1000	1	42.4365051020408	"Niskin bottle"	"phytoplankton"					
10	60	"AT"	10	"cells/l"	"Eutreptiella"	"sp."	2017	"GlacierFront2017"	"Kc7"	"PHT-015"	"species"	"Occurrence"	2546.19030612245	3	0.0011782308623147066	"l"	"present"	"verified"	392	16635.11	50	1000	1	127.309515306122	"Niskin bottle"	"phytoplankton"					
10	60	"AT"	10	"cells/l"	"Chrysophyceae"	"indet."	2017	"GlacierFront2017"	"Kc6"	"PHT-016"		"Occurrence"	815.446568627451	1	0.0012263219179193886	"l"	"present"	"verified"	408	16635.11	50	1000	1	40.7723284313725	"Niskin bottle"	"phytoplankton"	"Chrysophycean"		"cyst"		
10	60	"AT"	10	"cells/l"	"Gymnodinium"	"sp."	2017	"GlacierFront2017"	"Kc6"	"PHT-016"	"species"	"Occurrence"	2446.33970588235	3	0.0012263219179193886	"l"	"present"	"verified"	408	16635.11	50	1000	1	122.316985294118	"Niskin bottle"	"phytoplankton"	"Gymnodinium sp. 10-20um"				
10	60	"AT"	10	"cells/l"	"Lohmanniella oviformis"		2017	"GlacierFront2017"	"Kc6"	"PHT-016"		"Occurrence"	815.446568627451	1	0.0012263219179193886	"l"	"present"	"verified"	408	16635.11	50	1000	1	40.7723284313725	"Niskin bottle"	"phytoplankton"					
10	60	"AT"	10	"cells/l"	"Pyramimonas"	"sp."	2017	"GlacierFront2017"	"Kc6"	"PHT-016"	"species"	"Occurrence"	7339.01911764706	9	0.0012263219179193886	"l"	"present"	"verified"	408	16635.11	50	1000	1	366.950955882353	"Niskin bottle"	"phytoplankton"					
10	60	"AT"	10	"cells/l"	"Dinophyceae"	"indet."	2017	"GlacierFront2017"	"Kc6"	"PHT-016"		"Occurrence"	1630.8931372549	2	0.0012263219179193886	"l"	"present"	"verified"	408	16635.11	50	1000	1	81.5446568627451	"Niskin bottle"	"phytoplankton"	"Dinophycean"	"„złote”"	"cyst"		
10	60	"AT"	10	"cells/l"	"Eutreptiella"	"sp."	2017	"GlacierFront2017"	"Kc6"	"PHT-016"	"species"	"Occurrence"	2446.33970588235	3	0.0012263219179193886	"l"	"present"	"verified"	408	16635.11	50	1000	1	122.316985294118	"Niskin bottle"	"phytoplankton"					
10	60	"AT"	10	"cells/l"	"Pyramimonas"	"sp."	2017	"GlacierFront2017"	"Kc5"	"PHT-017"	"species"	"Occurrence"	3272.48065573771	3	0.0009167357474642488	"l"	"present"	"verified"	305	16635.11	50	1000	1	163.624032786885	"Niskin bottle"	"phytoplankton"					
10	60	"AT"	10	"cells/l"	"Eutreptiella"	"sp."	2017	"GlacierFront2017"	"Kc5"	"PHT-017"	"species"	"Occurrence"	7635.78819672131	7	0.0009167357474642488	"l"	"present"	"verified"	305	16635.11	50	1000	1	381.789409836066	"Niskin bottle"	"phytoplankton"					
10	60	"AT"	10	"cells/l"	"Gymnodinium"	"sp."	2017	"GlacierFront2017"	"Kc5"	"PHT-017"	"species"	"Occurrence"	1090.8268852459	1	0.0009167357474642488	"l"	"present"	"verified"	305	16635.11	50	1000	1	54.5413442622951	"Niskin bottle"	"phytoplankton"	"Gymnodinium sp. 10-20um"				
10	60	"AT"	10	"cells/l"	"Ciliophora"	"indet."	2017	"GlacierFront2017"	"Kc5"	"PHT-017"		"Occurrence"	1090.8268852459	1	0.0009167357474642488	"l"	"present"	"verified"	305	16635.11	50	1000	1	54.5413442622951	"Niskin bottle"	"phytoplankton"	"Ciliophora indet. 10-20um"				
10	60	"AT"	10	"cells/l"	"Pyramimonas"	"sp."	2017	"GlacierFront2017"	"Kb5"	"PHT-018"	"species"	"Occurrence"	3272.48065573771	3	0.0009167357474642488	"l"	"present"	"verified"	305	16635.11	50	1000	1	163.624032786885	"Niskin bottle"	"phytoplankton"					
10	60	"AT"	10	"cells/l"	"Uronema marinum"		2017	"GlacierFront2017"	"Kb5"	"PHT-018"		"Occurrence"	1090.8268852459	1	0.0009167357474642488	"l"	"present"	"verified"	305	16635.11	50	1000	1	54.5413442622951	"Niskin bottle"	"phytoplankton"	"Uronema marina"				
10	60	"AT"	10	"cells/l"	"Eukaryota incertae sedis"		2017	"GlacierFront2017"	"Kb5"	"PHT-018"		"Occurrence"	1090.8268852459	1	0.0009167357474642488	"l"	"present"	"verified"	305	16635.11	50	1000	1	54.5413442622951	"Niskin bottle"	"phytoplankton"				"aff. Telonema sp. undefined"	
10	60	"AT"	10	"cells/l"	"Chrysophyceae"	"indet."	2017	"GlacierFront2017"	"Kb5"	"PHT-018"		"Occurrence"	1090.8268852459	1	0.0009167357474642488	"l"	"present"	"verified"	305	16635.11	50	1000	1	54.5413442622951	"Niskin bottle"	"phytoplankton"	"Chrysophycean"		"cyst"		
10	60	"AT"	10	"cells/l"	"Leucocryptos marina"		2017	"GlacierFront2017"	"Kb5"	"PHT-018"		"Occurrence"	1090.8268852459	1	0.0009167357474642488	"l"	"present"	"verified"	305	16635.11	50	1000	1	54.5413442622951	"Niskin bottle"	"phytoplankton"					
10	60	"AT"	10	"cells/l"	"Eutreptiella"	"sp."	2017	"GlacierFront2017"	"Kb5"	"PHT-018"	"species"	"Occurrence"	1090.8268852459	1	0.0009167357474642488	"l"	"present"	"verified"	305	16635.11	50	1000	1	54.5413442622951	"Niskin bottle"	"phytoplankton"					
10	60	"AT"	10	"cells/l"	"Eukaryota incertae sedis"	"indet."	2017	"GlacierFront2017"	"Kc3"	"PHT-019"		"Occurrence"	894.360752688172	1	0.0011181170428088542	"l"	"present"	"verified"	372	16635.11	50	1000	1	44.7180376344086	"Niskin bottle"	"phytoplankton"	"Flagellates"				
10	60	"AT"	10	"cells/l"	"Prorocentrum cordatum"		2017	"GlacierFront2017"	"Kc3"	"PHT-019"		"Occurrence"	1788.72150537634	2	0.0011181170428088542	"l"	"present"	"verified"	372	16635.11	50	1000	1	89.4360752688172	"Niskin bottle"	"phytoplankton"					
10	60	"AT"	10	"cells/l"	"Eutreptiella"	"sp."	2017	"GlacierFront2017"	"Kc3"	"PHT-019"	"species"	"Occurrence"	2683.08225806452	3	0.0011181170428088542	"l"	"present"	"verified"	372	16635.11	50	1000	1	134.154112903226	"Niskin bottle"	"phytoplankton"					
10	60	"AT"	10	"cells/l"	"Gymnodinium"	"sp."	2017	"GlacierFront2017"	"Kc3"	"PHT-019"	"species"	"Occurrence"	894.360752688172	1	0.0011181170428088542	"l"	"present"	"verified"	372	16635.11	50	1000	1	44.7180376344086	"Niskin bottle"	"phytoplankton"	"Gymnodinium sp. 10-20um"				
10	60	"AT"	10	"cells/l"	"Commation"	"sp."	2017	"GlacierFront2017"	"Kc3"	"PHT-019"	"species"	"Occurrence"	894.360752688172	1	0.0011181170428088542	"l"	"present"	"verified"	372	16635.11	50	1000	1	44.7180376344086	"Niskin bottle"	"phytoplankton"					
10	60	"AT"	10	"cells/l"	"Leucocryptos marina"		2017	"GlacierFront2017"	"Kc3"	"PHT-019"		"Occurrence"	894.360752688172	1	0.0011181170428088542	"l"	"present"	"verified"	372	16635.11	50	1000	1	44.7180376344086	"Niskin bottle"	"phytoplankton"					
10	60	"AT"	10	"cells/l"	"Alexandrium"	"sp."	2017	"GlacierFront2017"	"Kc3"	"PHT-019"	"species"	"Occurrence"	894.360752688172	1	0.0011181170428088542	"l"	"present"	"verified"	372	16635.11	50	1000	1	44.7180376344086	"Niskin bottle"	"phytoplankton"					
10	60	"AT"	10	"cells/l"	"Gymnodinium"	"sp. cf. G. gracilentum"	2017	"GlacierFront2017"	"Kc3"	"PHT-019"	"species"	"Occurrence"	894.360752688172	1	0.0011181170428088542	"l"	"present"	"verified"	372	16635.11	50	1000	1	44.7180376344086	"Niskin bottle"	"phytoplankton"					
10	60	"AT"	10	"cells/l"	"Scrippsiella"	"sp."	2017	"GlacierFront2017"	"Kc3"	"PHT-019"	"species"	"Occurrence"	894.360752688172	1	0.0011181170428088542	"l"	"present"	"verified"	372	16635.11	50	1000	1	44.7180376344086	"Niskin bottle"	"phytoplankton"					
10	60	"AT"	10	"cells/l"	"Pyramimonas"	"sp."	2017	"GlacierFront2017"	"Kc3"	"PHT-019"	"species"	"Occurrence"	2683.08225806452	3	0.0011181170428088542	"l"	"present"	"verified"	372	16635.11	50	1000	1	134.154112903226	"Niskin bottle"	"phytoplankton"					
10	60	"AT"	10	"cells/l"	"Lohmanniella oviformis"		2017	"GlacierFront2017"	"Kc3"	"PHT-019"		"Occurrence"	894.360752688172	1	0.0011181170428088542	"l"	"present"	"verified"	372	16635.11	50	1000	1	44.7180376344086	"Niskin bottle"	"phytoplankton"					
10	60	"AT"	10	"cells/l"	"Teleaulax"	"sp."	2017	"GlacierFront2017"	"Kc3"	"PHT-019"	"species"	"Occurrence"	894.360752688172	1	0.0011181170428088542	"l"	"present"	"verified"	372	16635.11	50	1000	1	44.7180376344086	"Niskin bottle"	"phytoplankton"					
10	60	"AT"	10	"cells/l"	"Pseudo-nitzschia"	"spp. delicatissima/pseudo-delicatissima"	2017	"GlacierFront2017"	"Kc2"	"PHT-021"	"species"	"Occurrence"	1014.33597560976	1	0.000985866639895979	"l"	"present"	"verified"	328	16635.11	50	1000	1	50.7167987804878	"Niskin bottle"	"phytoplankton"	"Pseudo-nitzschia delicatissima/ pseudo-delicatissima"				
10	60	"AT"	10	"cells/l"	"Gymnodinium galeatum"		2017	"GlacierFront2017"	"Kc2"	"PHT-021"		"Occurrence"			0.05	"l"	"present"	"incalculable"		16635.11	50	1000	1		"Niskin bottle"						
10	60	"AT"	10	"cells/l"	"Pyramimonas"	"sp."	2017	"GlacierFront2017"	"Kc2"	"PHT-021"	"species"	"Occurrence"	4057.34390243902	4	0.000985866639895979	"l"	"present"	"verified"	328	16635.11	50	1000	1	202.867195121951	"Niskin bottle"	"phytoplankton"					
10	60	"AT"	10	"cells/l"	"Gymnodinium"	"sp."	2017	"GlacierFront2017"	"Kc2"	"PHT-021"	"species"	"Occurrence"	4057.34390243902	4	0.000985866639895979	"l"	"present"	"verified"	328	16635.11	50	1000	1	202.867195121951	"Niskin bottle"	"phytoplankton"	"Gymnodinium sp. 10-20um"				
10	60	"AT"	10	"cells/l"	"Prorocentrum cordatum"		2017	"GlacierFront2017"	"Kc2"	"PHT-021"		"Occurrence"	3043.00792682927	3	0.000985866639895979	"l"	"present"	"verified"	328	16635.11	50	1000	1	152.150396341463	"Niskin bottle"	"phytoplankton"					
10	60	"AT"	10	"cells/l"	"Olisthodiscus"	"sp."	2017	"GlacierFront2017"	"Kc2"	"PHT-021"	"species"	"Occurrence"	1014.33597560976	1	0.000985866639895979	"l"	"present"	"verified"	328	16635.11	50	1000	1	50.7167987804878	"Niskin bottle"	"phytoplankton"					
10	60	"AT"	10	"cells/l"	"Eukaryota incertae sedis"	"indet."	2017	"GlacierFront2017"	"Kc2"	"PHT-021"		"Occurrence"	1014.33597560976	1	0.000985866639895979	"l"	"present"	"verified"	328	16635.11	50	1000	1	50.7167987804878	"Niskin bottle"	"phytoplankton"	"Flagellates"				
10	60	"AT"	10	"cells/l"	"Leucocryptos marina"		2017	"GlacierFront2017"	"Kc2"	"PHT-021"		"Occurrence"	1014.33597560976	1	0.000985866639895979	"l"	"present"	"verified"	328	16635.11	50	1000	1	50.7167987804878	"Niskin bottle"	"phytoplankton"					
10	60	"AT"	10	"cells/l"	"Eutreptiella"	"sp."	2017	"GlacierFront2017"	"Kc2"	"PHT-021"	"species"	"Occurrence"	3043.00792682927	3	0.000985866639895979	"l"	"present"	"verified"	328	16635.11	50	1000	1	152.150396341463	"Niskin bottle"	"phytoplankton"					
10	60	"AT"	10	"cells/l"	"Mesodinium rubrum"		2017	"GlacierFront2017"	"Kc2"	"PHT-021"		"Occurrence"	1014.33597560976	1	0.000985866639895979	"l"	"present"	"verified"	328	16635.11	50	1000	1	50.7167987804878	"Niskin bottle"	"phytoplankton"					
10	60	"AT"	10	"cells/l"	"Thalassiosira"	"sp."	2017	"GlacierFront2017"	"Kc1"	"PHT-022"	"species"	"Occurrence"	1039.694375	1	0.000961821112093638	"l"	"present"	"verified"	320	16635.11	50	1000	1	51.98471875	"Niskin bottle"	"phytoplankton"					
10	60	"AT"	10	"cells/l"	"Chrysophyceae"	"indet."	2017	"GlacierFront2017"	"Kc1"	"PHT-022"		"Occurrence"	2079.38875	2	0.000961821112093638	"l"	"present"	"verified"	320	16635.11	50	1000	1	103.9694375	"Niskin bottle"	"phytoplankton"	"Chrysophycean"		"cyst"		
10	60	"AT"	10	"cells/l"	"Eukaryota incertae sedis"	"indet."	2017	"GlacierFront2017"	"Kc1"	"PHT-022"		"Occurrence"	2079.38875	2	0.000961821112093638	"l"	"present"	"verified"	320	16635.11	50	1000	1	103.9694375	"Niskin bottle"	"phytoplankton"	"Flagellates"				
10	60	"AT"	10	"cells/l"	"Prorocentrum cordatum"		2017	"GlacierFront2017"	"Kc1"	"PHT-022"		"Occurrence"	1039.694375	1	0.000961821112093638	"l"	"present"	"verified"	320	16635.11	50	1000	1	51.98471875	"Niskin bottle"	"phytoplankton"					
10	60	"AT"	10	"cells/l"	"Gymnodinium"	"sp."	2017	"GlacierFront2017"	"Kc1"	"PHT-022"	"species"	"Occurrence"	3119.083125	3	0.000961821112093638	"l"	"present"	"verified"	320	16635.11	50	1000	1	155.95415625	"Niskin bottle"	"phytoplankton"	"Gymnodinium sp. 10-20um"				
10	60	"AT"	10	"cells/l"	"Eutreptiella"	"sp."	2017	"GlacierFront2017"	"Kc1"	"PHT-022"	"species"	"Occurrence"	3119.083125	3	0.000961821112093638	"l"	"present"	"verified"	320	16635.11	50	1000	1	155.95415625	"Niskin bottle"	"phytoplankton"					
10	60	"AT"	10	"cells/l"	"Oxyrrhis"	"sp."	2017	"GlacierFront2017"	"Kc1"	"PHT-022"	"species"	"Occurrence"	1039.694375	1	0.000961821112093638	"l"	"present"	"verified"	320	16635.11	50	1000	1	51.98471875	"Niskin bottle"	"phytoplankton"					
10	60	"AT"	10	"cells/l"	"Lohmanniella oviformis"		2017	"GlacierFront2017"	"Kc1"	"PHT-022"		"Occurrence"	1039.694375	1	0.000961821112093638	"l"	"present"	"verified"	320	16635.11	50	1000	1	51.98471875	"Niskin bottle"	"phytoplankton"					
10	60	"AT"	10	"cells/l"	"Leucocryptos marina"		2017	"GlacierFront2017"	"Kc1"	"PHT-022"		"Occurrence"	3119.083125	3	0.000961821112093638	"l"	"present"	"verified"	320	16635.11	50	1000	1	155.95415625	"Niskin bottle"	"phytoplankton"					
10	60	"AT"	10	"cells/l"	"Gymnodinium"	"sp. cf. G. arcticum"	2017	"GlacierFront2017"	"Kc1"	"PHT-022"	"species"	"Occurrence"	1039.694375	1	0.000961821112093638	"l"	"present"	"verified"	320	16635.11	50	1000	1	51.98471875	"Niskin bottle"	"phytoplankton"					
10	60	"AT"	10	"cells/l"	"Teleaulax"	"sp."	2017	"GlacierFront2017"	"Kc1"	"PHT-022"	"species"	"Occurrence"	2079.38875	2	0.000961821112093638	"l"	"present"	"verified"	320	16635.11	50	1000	1	103.9694375	"Niskin bottle"	"phytoplankton"					
10	60	"AT"	10	"cells/l"	"Dinophyceae"	"indet."	2017	"GlacierFront2017"	"Kc1"	"PHT-022"		"Occurrence"	1039.694375	1	0.000961821112093638	"l"	"present"	"verified"	320	16635.11	50	1000	1	51.98471875	"Niskin bottle"	"phytoplankton"	"Dinophycean"	"„złote”"	"cyst"		
10	60	"AT"	10	"cells/l"	"Eutreptiella"	"sp."	2017	"GlacierFront2017"	"Cc5"	"PHT-023"	"species"	"Occurrence"	1109007.33333333	50	0.000045085364629389283	"l"	"present"	"verified"	15	16635.11	50	1000	1	55450.3666666667	"Niskin bottle"	"phytoplankton"					
10	60	"AT"	10	"cells/l"	"Heterocapsa rotundata"		2017	"GlacierFront2017"	"Cc5"	"PHT-023"		"Occurrence"	1062.94632587859	1	0.0009407812752665898	"l"	"present"	"verified"	313	16635.11	50	1000	1	53.1473162939297	"Niskin bottle"	"phytoplankton"					
10	60	"AT"	10	"cells/l"	"Pyramimonas"	"sp."	2017	"GlacierFront2017"	"Cc5"	"PHT-023"	"species"	"Occurrence"	20195.9801916933	19	0.0009407812752665898	"l"	"present"	"verified"	313	16635.11	50	1000	1	1009.79900958466	"Niskin bottle"	"phytoplankton"					
10	60	"AT"	10	"cells/l"	"Dinophyceae"	"indet."	2017	"GlacierFront2017"	"Cc5"	"PHT-023"		"Occurrence"	2125.89265175719	2	0.0009407812752665898	"l"	"present"	"verified"	313	16635.11	50	1000	1	106.294632587859	"Niskin bottle"	"phytoplankton"	"Dinophycean"	"„złote”"	"cyst"		
10	60	"AT"	10	"cells/l"	"Eutreptiella"	"sp."	2017	"GlacierFront2017"	"Cc4"	"PHT-024"	"species"	"Occurrence"	693129.583333333	50	0.00007213658340702285	"l"	"present"	"verified"	24	16635.11	50	1000	1	34656.4791666667	"Niskin bottle"	"phytoplankton"					
10	60	"AT"	10	"cells/l"	"Scrippsiella"	"sp."	2017	"GlacierFront2017"	"Cc4"	"PHT-024"	"species"	"Occurrence"	1101.66291390728	1	0.0009077186745383709	"l"	"present"	"verified"	302	16635.11	50	1000	1	55.0831456953642	"Niskin bottle"	"phytoplankton"					
10	60	"AT"	10	"cells/l"	"Gymnodinium"	"sp."	2017	"GlacierFront2017"	"Cc4"	"PHT-024"	"species"	"Occurrence"	3304.98874172185	3	0.0009077186745383709	"l"	"present"	"verified"	302	16635.11	50	1000	1	165.249437086093	"Niskin bottle"	"phytoplankton"	"Gymnodinium sp. 10-20um"				
10	60	"AT"	10	"cells/l"	"Prorocentrum cordatum"		2017	"GlacierFront2017"	"Cc4"	"PHT-024"		"Occurrence"	3304.98874172185	3	0.0009077186745383709	"l"	"present"	"verified"	302	16635.11	50	1000	1	165.249437086093	"Niskin bottle"	"phytoplankton"					
10	60	"AT"	10	"cells/l"	"Pyramimonas"	"sp."	2017	"GlacierFront2017"	"Cc4"	"PHT-024"	"species"	"Occurrence"	6609.97748344371	6	0.0009077186745383709	"l"	"present"	"verified"	302	16635.11	50	1000	1	330.498874172185	"Niskin bottle"	"phytoplankton"					
10	60	"AT"	10	"cells/l"	"Uronema marinum"		2017	"GlacierFront2017"	"Cc4"	"PHT-024"		"Occurrence"	1101.66291390728	1	0.0009077186745383709	"l"	"present"	"verified"	302	16635.11	50	1000	1	55.0831456953642	"Niskin bottle"	"phytoplankton"	"Uronema marina"				
10	60	"AT"	10	"cells/l"	"Heterocapsa rotundata"		2017	"GlacierFront2017"	"Cc4"	"PHT-024"		"Occurrence"	1101.66291390728	1	0.0009077186745383709	"l"	"present"	"verified"	302	16635.11	50	1000	1	55.0831456953642	"Niskin bottle"	"phytoplankton"					
5	60	"AT"	5	"cells/l"	"Eutreptiella"	"sp."	2017	"GlacierFront2017"	"Cc2"	"PHT-026"	"species"	"Occurrence"	573624.482758621	50	0.00008716503828348594	"l"	"present"	"verified"	29	16635.11	50	1000	1	28681.224137931	"Niskin bottle"	"phytoplankton"					
5	60	"AT"	5	"cells/l"	"Pyramimonas"	"sp."	2017	"GlacierFront2017"	"Cc2"	"PHT-026"	"species"	"Occurrence"	19634.8839344262	18	0.0009167357474642488	"l"	"present"	"verified"	305	16635.11	50	1000	1	981.744196721311	"Niskin bottle"	"phytoplankton"					
5	60	"AT"	5	"cells/l"	"Eukaryota incertae sedis"		2017	"GlacierFront2017"	"Cc2"	"PHT-026"		"Occurrence"	5454.13442622951	5	0.0009167357474642488	"l"	"present"	"verified"	305	16635.11	50	1000	1	272.706721311475	"Niskin bottle"	"phytoplankton"				"aff. Telonema sp. undefined"	
5	60	"AT"	5	"cells/l"	"Gymnodinium"	"sp."	2017	"GlacierFront2017"	"Cc2"	"PHT-026"	"species"	"Occurrence"	8726.61508196721	8	0.0009167357474642488	"l"	"present"	"verified"	305	16635.11	50	1000	1	436.330754098361	"Niskin bottle"	"phytoplankton"	"Gymnodinium sp. 10-20um"				
5	60	"AT"	5	"cells/l"	"Heterocapsa rotundata"		2017	"GlacierFront2017"	"Cc2"	"PHT-026"		"Occurrence"	5454.13442622951	5	0.0009167357474642488	"l"	"present"	"verified"	305	16635.11	50	1000	1	272.706721311475	"Niskin bottle"	"phytoplankton"					
5	60	"AT"	5	"cells/l"	"Cylindrotheca closterium"		2017	"GlacierFront2017"	"Cc2"	"PHT-026"		"Occurrence"	1090.8268852459	1	0.0009167357474642488	"l"	"present"	"verified"	305	16635.11	50	1000	1	54.5413442622951	"Niskin bottle"	"phytoplankton"					
5	60	"AT"	5	"cells/l"	"Dinophyceae"	"indet."	2017	"GlacierFront2017"	"Cc2"	"PHT-026"		"Occurrence"	1090.8268852459	1	0.0009167357474642488	"l"	"present"	"verified"	305	16635.11	50	1000	1	54.5413442622951	"Niskin bottle"	"phytoplankton"	"Dinophycean"	"„złote”"	"cyst"		
5	60	"AT"	5	"cells/l"	"Prorocentrum cordatum"		2017	"GlacierFront2017"	"Cc2"	"PHT-026"		"Occurrence"	2181.6537704918	2	0.0009167357474642488	"l"	"present"	"verified"	305	16635.11	50	1000	1	109.08268852459	"Niskin bottle"	"phytoplankton"					
5	60	"AT"	5	"cells/l"	"Gymnodinium"	"sp."	2017	"GlacierFront2017"	"Cc2"	"PHT-026"	"species"	"Occurrence"	5454.13442622951	5	0.0009167357474642488	"l"	"present"	"verified"	305	16635.11	50	1000	1	272.706721311475	"Niskin bottle"	"phytoplankton"	"Gymnodinium sp. 20-30um"				
5	60	"AT"	5	"cells/l"	"Gymnodinium galeatum"		2017	"GlacierFront2017"	"Cc2"	"PHT-026"		"Occurrence"	3272.48065573771	3	0.0009167357474642488	"l"	"present"	"verified"	305	16635.11	50	1000	1	163.624032786885	"Niskin bottle"	"phytoplankton"					
5	60	"AT"	5	"cells/l"	"Teleaulax"	"sp."	2017	"GlacierFront2017"	"Cc2"	"PHT-026"	"species"	"Occurrence"	2181.6537704918	2	0.0009167357474642488	"l"	"present"	"verified"	305	16635.11	50	1000	1	109.08268852459	"Niskin bottle"	"phytoplankton"					
5	60	"AT"	5	"cells/l"	"Eukaryota incertae sedis"	"indet."	2017	"GlacierFront2017"	"Cc2"	"PHT-026"		"Occurrence"	2181.6537704918	2	0.0009167357474642488	"l"	"present"	"verified"	305	16635.11	50	1000	1	109.08268852459	"Niskin bottle"	"phytoplankton"	"Flagellates"				
5	60	"AT"	5	"cells/l"	"Protoperidinium pellucidum"		2017	"GlacierFront2017"	"Cc2"	"PHT-026"		"Occurrence"	1090.8268852459	1	0.0009167357474642488	"l"	"present"	"verified"	305	16635.11	50	1000	1	54.5413442622951	"Niskin bottle"	"phytoplankton"					
5	60	"AT"	5	"cells/l"	"Telonema"	"sp."	2017	"GlacierFront2017"	"Cc2"	"PHT-026"	"species"	"Occurrence"	1090.8268852459	1	0.0009167357474642488	"l"	"present"	"verified"	305	16635.11	50	1000	1	54.5413442622951	"Niskin bottle"	"phytoplankton"					
5	60	"AT"	5	"cells/l"	"Eutreptiella"	"sp."	2017	"GlacierFront2017"	"Cc1"	"PHT-027"	"species"	"Occurrence"	573624.482758621	50	0.00008716503828348594	"l"	"present"	"verified"	29	16635.11	50	1000	1	28681.224137931	"Niskin bottle"	"phytoplankton"					
5	60	"AT"	5	"cells/l"	"Pyramimonas"	"sp."	2017	"GlacierFront2017"	"Cc1"	"PHT-027"	"species"	"Occurrence"	89919.5135135135	50	0.0005560528304291346	"l"	"present"	"verified"	185	16635.11	50	1000	1	4495.97567567568	"Niskin bottle"	"phytoplankton"					
5	60	"AT"	5	"cells/l"	"Eukaryota incertae sedis"	"indet."	2017	"GlacierFront2017"	"Cc1"	"PHT-027"		"Occurrence"	4708.05	3	0.0006372064867620353	"l"	"present"	"verified"	212	16635.11	50	1000	1	235.4025	"Niskin bottle"	"phytoplankton"	"Flagellates"				
5	60	"AT"	5	"cells/l"	"Eukaryota incertae sedis"		2017	"GlacierFront2017"	"Cc1"	"PHT-027"		"Occurrence"	1569.35	1	0.0006372064867620353	"l"	"present"	"verified"	212	16635.11	50	1000	1	78.4675	"Niskin bottle"	"phytoplankton"				"aff. Telonema sp. undefined"	
