"maximumDepthInMeters"	"magnification"	"identifiedBy"	"minimumDepthInMeters"	"organismQuantityType"	"scientificName"	"identificationQualifier"	"year"	"expedition"	"locationID"	"fieldNumber"	"taxonRank"	"basisOfRecord"	"organismQuantity"	"individualCount"	"sampleSizeValue"	"sampleSizeUnit"	"occurrenceStatus"	"quantificationStatus"	"fieldsInCount"	"maxFields"	"takenVolume"	"bottleVolume"	"initialVolume"	"cellsInChamber"	"gear"	"sampletype"	"previousIdentifications"	"add"	"lifeStage"	"identificationRemarks"	"foto"
5	60	"AT"	5	"cells/l"	"Dinophyceae"	"indet."	2017	"GlacierFront2017"	"Cc1"	"PHT-027"		"Occurrence"	3138.7	2	0.0006372064867620353	"l"	"present"	"verified"	212	16635.11	50	1000	1	156.935	"Niskin bottle"	"phytoplankton"	"Dinophycean"		"cyst"		
5	60	"AT"	5	"cells/l"	"Eukaryota incertae sedis"	"indet."	2017	"GlacierFront2017"	"Cc1"	"PHT-027"		"Occurrence"	14124.15	9	0.0006372064867620353	"l"	"present"	"verified"	212	16635.11	50	1000	1	706.2075	"Niskin bottle"	"phytoplankton"	"Flagellates"				
5	60	"AT"	5	"cells/l"	"Chrysophyceae"	"indet."	2017	"GlacierFront2017"	"Cc1"	"PHT-027"		"Occurrence"	1569.35	1	0.0006372064867620353	"l"	"present"	"verified"	212	16635.11	50	1000	1	78.4675	"Niskin bottle"	"phytoplankton"	"Chrysophycean"		"cyst"		
5	60	"AT"	5	"cells/l"	"Prorocentrum cordatum"		2017	"GlacierFront2017"	"Cc1"	"PHT-027"		"Occurrence"	9416.1	6	0.0006372064867620353	"l"	"present"	"verified"	212	16635.11	50	1000	1	470.805	"Niskin bottle"	"phytoplankton"					
5	60	"AT"	5	"cells/l"	"Gymnodinium"	"sp."	2017	"GlacierFront2017"	"Cc1"	"PHT-027"	"species"	"Occurrence"	17262.85	11	0.0006372064867620353	"l"	"present"	"verified"	212	16635.11	50	1000	1	863.1425	"Niskin bottle"	"phytoplankton"	"Gymnodinium sp. 10-20um"				
5	60	"AT"	5	"cells/l"	"Gymnodinium simplex"		2017	"GlacierFront2017"	"Cc1"	"PHT-027"		"Occurrence"	4708.05	3	0.0006372064867620353	"l"	"present"	"verified"	212	16635.11	50	1000	1	235.4025	"Niskin bottle"	"phytoplankton"					
5	60	"AT"	5	"cells/l"	"Leucocryptos marina"		2017	"GlacierFront2017"	"Cc1"	"PHT-027"		"Occurrence"	6277.4	4	0.0006372064867620353	"l"	"present"	"verified"	212	16635.11	50	1000	1	313.87	"Niskin bottle"	"phytoplankton"					
5	60	"AT"	5	"cells/l"	"Gymnodinium galeatum"		2017	"GlacierFront2017"	"Cc1"	"PHT-027"		"Occurrence"	3138.7	2	0.0006372064867620353	"l"	"present"	"verified"	212	16635.11	50	1000	1	156.935	"Niskin bottle"	"phytoplankton"					
5	60	"AT"	5	"cells/l"	"Heterocapsa rotundata"		2017	"GlacierFront2017"	"Cc1"	"PHT-027"		"Occurrence"	3138.7	2	0.0006372064867620353	"l"	"present"	"verified"	212	16635.11	50	1000	1	156.935	"Niskin bottle"	"phytoplankton"					
5	60	"AT"	5	"cells/l"	"Cryptomonas"	"sp."	2017	"GlacierFront2017"	"Cc1"	"PHT-027"	"species"	"Occurrence"	3138.7	2	0.0006372064867620353	"l"	"present"	"verified"	212	16635.11	50	1000	1	156.935	"Niskin bottle"	"phytoplankton"					
5	60	"AT"	5	"cells/l"	"Olisthodiscus"	"sp."	2017	"GlacierFront2017"	"Cc1"	"PHT-027"	"species"	"Occurrence"	3138.7	2	0.0006372064867620353	"l"	"present"	"verified"	212	16635.11	50	1000	1	156.935	"Niskin bottle"	"phytoplankton"					
5	60	"AT"	5	"cells/l"	"Oxyrrhis"	"sp."	2017	"GlacierFront2017"	"Cc1"	"PHT-027"	"species"	"Occurrence"	3138.7	2	0.0006372064867620353	"l"	"present"	"verified"	212	16635.11	50	1000	1	156.935	"Niskin bottle"	"phytoplankton"					
5	60	"AT"	5	"cells/l"	"Phaeocystis pouchetii"		2017	"GlacierFront2017"	"Cc1"	"PHT-027"		"Occurrence"	1569.35	1	0.0006372064867620353	"l"	"present"	"verified"	212	16635.11	50	1000	1	78.4675	"Niskin bottle"	"phytoplankton"					
1	60	"AT"	1	"cells/l"	"Amphidoma acuminata"		2017	"GlacierFront2017"	"CpS3"	"PHT-033"		"Occurrence"	1062.94632587859	1	0.0009407812752665898	"l"	"present"	"verified"	313	16635.11	50	1000	1	53.1473162939297	"Niskin bottle"	"phytoplankton"					
1	60	"AT"	1	"cells/l"	"Chrysophyceae"	"indet."	2017	"GlacierFront2017"	"CpS3"	"PHT-033"		"Occurrence"	1062.94632587859	1	0.0009407812752665898	"l"	"present"	"verified"	313	16635.11	50	1000	1	53.1473162939297	"Niskin bottle"	"phytoplankton"	"Chrysophycean"		"cyst"		
1	60	"AT"	1	"cells/l"	"Cryptomonas"	"sp."	2017	"GlacierFront2017"	"CpS3"	"PHT-033"	"species"	"Occurrence"	5314.73162939297	5	0.0009407812752665898	"l"	"present"	"verified"	313	16635.11	50	1000	1	265.736581469649	"Niskin bottle"	"phytoplankton"					
1	60	"AT"	1	"cells/l"	"Dinophyceae"	"indet."	2017	"GlacierFront2017"	"CpS3"	"PHT-033"		"Occurrence"	1062.94632587859	1	0.0009407812752665898	"l"	"present"	"verified"	313	16635.11	50	1000	1	53.1473162939297	"Niskin bottle"	"phytoplankton"	"Dinophycean"		"cyst"		
1	60	"AT"	1	"cells/l"	"Eutreptiella"	"sp."	2017	"GlacierFront2017"	"CpS3"	"PHT-033"	"species"	"Occurrence"	639811.923076923	50	0.0000781479653576081	"l"	"present"	"verified"	26	16635.11	50	1000	1	31990.5961538462	"Niskin bottle"	"phytoplankton"					
1	60	"AT"	1	"cells/l"	"Eukaryota incertae sedis"	"indet."	2017	"GlacierFront2017"	"CpS3"	"PHT-033"		"Occurrence"	2125.89265175719	2	0.0009407812752665898	"l"	"present"	"verified"	313	16635.11	50	1000	1	106.294632587859	"Niskin bottle"	"phytoplankton"	"Flagellates"				
1	60	"AT"	1	"cells/l"	"Gonyaulax gracilis"		2017	"GlacierFront2017"	"CpS3"	"PHT-033"		"Occurrence"	1062.94632587859	1	0.0009407812752665898	"l"	"present"	"verified"	313	16635.11	50	1000	1	53.1473162939297	"Niskin bottle"	"phytoplankton"					
1	60	"AT"	1	"cells/l"	"Gymnodinium simplex"		2017	"GlacierFront2017"	"CpS3"	"PHT-033"		"Occurrence"	1062.94632587859	1	0.0009407812752665898	"l"	"present"	"verified"	313	16635.11	50	1000	1	53.1473162939297	"Niskin bottle"	"phytoplankton"					
1	60	"AT"	1	"cells/l"	"Gymnodinium"	"sp."	2017	"GlacierFront2017"	"CpS3"	"PHT-033"	"species"	"Occurrence"	2125.89265175719	2	0.0009407812752665898	"l"	"present"	"verified"	313	16635.11	50	1000	1	106.294632587859	"Niskin bottle"	"phytoplankton"	"Gymnodinium sp. 10-20um"				
1	60	"AT"	1	"cells/l"	"Gyrodinium fusiforme"		2017	"GlacierFront2017"	"CpS3"	"PHT-033"		"Occurrence"	1062.94632587859	1	0.0009407812752665898	"l"	"present"	"verified"	313	16635.11	50	1000	1	53.1473162939297	"Niskin bottle"	"phytoplankton"					
1	60	"AT"	1	"cells/l"	"Heterocapsa rotundata"		2017	"GlacierFront2017"	"CpS3"	"PHT-033"		"Occurrence"	2125.89265175719	2	0.0009407812752665898	"l"	"present"	"verified"	313	16635.11	50	1000	1	106.294632587859	"Niskin bottle"	"phytoplankton"					
1	60	"AT"	1	"cells/l"	"Leucocryptos marina"		2017	"GlacierFront2017"	"CpS3"	"PHT-033"		"Occurrence"	2125.89265175719	2	0.0009407812752665898	"l"	"present"	"verified"	313	16635.11	50	1000	1	106.294632587859	"Niskin bottle"	"phytoplankton"					
1	60	"AT"	1	"cells/l"	"Mesodinium rubrum"		2017	"GlacierFront2017"	"CpS3"	"PHT-033"		"Occurrence"	2125.89265175719	2	0.0009407812752665898	"l"	"present"	"verified"	313	16635.11	50	1000	1	106.294632587859	"Niskin bottle"	"phytoplankton"					
1	60	"AT"	1	"cells/l"	"Oxyrrhis"	"sp."	2017	"GlacierFront2017"	"CpS3"	"PHT-033"	"species"	"Occurrence"	2125.89265175719	2	0.0009407812752665898	"l"	"present"	"verified"	313	16635.11	50	1000	1	106.294632587859	"Niskin bottle"	"phytoplankton"					
1	60	"AT"	1	"cells/l"	"Phaeocystis pouchetii"		2017	"GlacierFront2017"	"CpS3"	"PHT-033"		"Occurrence"	2125.89265175719	2	0.0009407812752665898	"l"	"present"	"verified"	313	16635.11	50	1000	1	106.294632587859	"Niskin bottle"	"phytoplankton"					
1	60	"AT"	1	"cells/l"	"Prorocentrum cordatum"		2017	"GlacierFront2017"	"CpS3"	"PHT-033"		"Occurrence"	22321.8728434505	21	0.0009407812752665898	"l"	"present"	"verified"	313	16635.11	50	1000	1	1116.09364217252	"Niskin bottle"	"phytoplankton"					
1	60	"AT"	1	"cells/l"	"Pyramimonas"	"sp."	2017	"GlacierFront2017"	"CpS3"	"PHT-033"	"species"	"Occurrence"	108020.194805195	50	0.00046287641019506333	"l"	"present"	"verified"	154	16635.11	50	1000	1	5401.00974025974	"Niskin bottle"	"phytoplankton"					
10	60	"AT"	10	"cells/l"	"Pyramimonas"	"sp."	2017	"GlacierFront2017"	"KpS2"	"PHT-011"	"species"	"Occurrence"	3277.85418719212	4	0.0012203105359688033	"l"	"present"	"verified"	406	16635.11	50	1000	1	163.892709359606	"Niskin bottle"	"phytoplankton"					
10	60	"AT"	10	"cells/l"	"Eutreptiella"	"sp."	2017	"GlacierFront2017"	"KpS2"	"PHT-011"	"species"	"Occurrence"	819.46354679803	1	0.0012203105359688033	"l"	"present"	"verified"	406	16635.11	50	1000	1	40.9731773399015	"Niskin bottle"	"phytoplankton"					
10	60	"AT"	10	"cells/l"	"Chrysophyceae"	"indet."	2017	"GlacierFront2017"	"KpS2"	"PHT-011"		"Occurrence"	819.46354679803	1	0.0012203105359688033	"l"	"present"	"verified"	406	16635.11	50	1000	1	40.9731773399015	"Niskin bottle"	"phytoplankton"	"Chrysophycean"		"cyst"		
10	60	"AT"	10	"cells/l"	"Eukaryota incertae sedis"	"indet."	2017	"GlacierFront2017"	"KpS2"	"PHT-011"		"Occurrence"	819.46354679803	1	0.0012203105359688033	"l"	"present"	"verified"	406	16635.11	50	1000	1	40.9731773399015	"Niskin bottle"	"phytoplankton"	"Flagellates"				
10	60	"AT"	10	"cells/l"	"Cryptomonas"	"sp."	2017	"GlacierFront2017"	"KpS2"	"PHT-011"	"species"	"Occurrence"	819.46354679803	1	0.0012203105359688033	"l"	"present"	"verified"	406	16635.11	50	1000	1	40.9731773399015	"Niskin bottle"	"phytoplankton"					
10	60	"AT"	10	"cells/l"	"Eukaryota incertae sedis"	"indet."	2017	"GlacierFront2017"	"KpS1"	"PHT-012"		"Occurrence"	853.082564102564	1	0.0011722194803641215	"l"	"present"	"verified"	390	16635.11	50	1000	1	42.6541282051282	"Niskin bottle"	"phytoplankton"	"Flagellates"				
10	60	"AT"	10	"cells/l"	"Gymnodinium simplex"		2017	"GlacierFront2017"	"KpS1"	"PHT-012"		"Occurrence"	853.082564102564	1	0.0011722194803641215	"l"	"present"	"verified"	390	16635.11	50	1000	1	42.6541282051282	"Niskin bottle"	"phytoplankton"					
10	60	"AT"	10	"cells/l"	"Eutreptiella"	"sp."	2017	"GlacierFront2017"	"KpS1"	"PHT-012"	"species"	"Occurrence"	2559.24769230769	3	0.0011722194803641215	"l"	"present"	"verified"	390	16635.11	50	1000	1	127.962384615385	"Niskin bottle"	"phytoplankton"					
10	60	"AT"	10	"cells/l"	"Thalassiosira"	"spp. gravida/antarctica"	2017	"GlacierFront2017"	"KpS1"	"PHT-012"	"species"	"Occurrence"	853.082564102564	1	0.0011722194803641215	"l"	"present"	"verified"	390	16635.11	50	1000	1	42.6541282051282	"Niskin bottle"	"phytoplankton"	"Thalassiosira gravida/antarctica"				
5	60	"AT"	5	"cells/l"	"Eutreptiella"	"sp."	2017	"GlacierFront2017"	"Kb6"	"PHT-037"	"species"	"Occurrence"	437766.052631579	50	0.00011421625706111951	"l"	"present"	"verified"	38	16635.11	50	1000	1	21888.3026315789	"Niskin bottle"	"phytoplankton"					
5	60	"AT"	5	"cells/l"	"Cryptomonas"	"sp."	2017	"GlacierFront2017"	"Kb6"	"PHT-037"	"species"	"Occurrence"	2495.2665	3	0.0012022763901170476	"l"	"present"	"verified"	400	16635.11	50	1000	1	124.763325	"Niskin bottle"	"phytoplankton"					
5	60	"AT"	5	"cells/l"	"Pyramimonas"	"sp."	2017	"GlacierFront2017"	"Kb6"	"PHT-037"	"species"	"Occurrence"	47939.7982708934	50	0.0010429747684265387	"l"	"present"	"verified"	347	16635.11	50	1000	1	2396.98991354467	"Niskin bottle"	"phytoplankton"					
5	60	"AT"	5	"cells/l"	"Leucocryptos marina"		2017	"GlacierFront2017"	"Kb6"	"PHT-037"		"Occurrence"	831.7555	1	0.0012022763901170476	"l"	"present"	"verified"	400	16635.11	50	1000	1	41.587775	"Niskin bottle"	"phytoplankton"					
5	60	"AT"	5	"cells/l"	"Gymnodinium"	"sp."	2017	"GlacierFront2017"	"Kb6"	"PHT-037"	"species"	"Occurrence"	1663.511	2	0.0012022763901170476	"l"	"present"	"verified"	400	16635.11	50	1000	1	83.17555	"Niskin bottle"	"phytoplankton"	"Gymnodinium sp. 10-20um"				
5	60	"AT"	5	"cells/l"	"Gymnodinium simplex"		2017	"GlacierFront2017"	"Kb6"	"PHT-037"		"Occurrence"	831.7555	1	0.0012022763901170476	"l"	"present"	"verified"	400	16635.11	50	1000	1	41.587775	"Niskin bottle"	"phytoplankton"					
10	60	"AT"	10	"cells/l"	"Eukaryota incertae sedis"		2017	"GlacierFront2017"	"KpS4"	"PHT-006"		"Occurrence"	642.282239382239	1	0.0015569479252015767	"l"	"present"	"verified"	518	16635.11	50	1000	1	32.114111969112	"Niskin bottle"	"phytoplankton"				"aff. Telonema sp. undefined"	
10	60	"AT"	10	"cells/l"	"Chrysophyceae"	"indet."	2017	"GlacierFront2017"	"KpS4"	"PHT-006"		"Occurrence"	2569.12895752896	4	0.0015569479252015767	"l"	"present"	"verified"	518	16635.11	50	1000	1	128.456447876448	"Niskin bottle"	"phytoplankton"	"Chrysophycean"		"cyst"		
10	60	"AT"	10	"cells/l"	"Cryptomonas"	"sp."	2017	"GlacierFront2017"	"KpS4"	"PHT-006"	"species"	"Occurrence"	2569.12895752896	4	0.0015569479252015767	"l"	"present"	"verified"	518	16635.11	50	1000	1	128.456447876448	"Niskin bottle"	"phytoplankton"					
10	60	"AT"	10	"cells/l"	"Dinophyceae"	"indet."	2017	"GlacierFront2017"	"KpS4"	"PHT-006"		"Occurrence"	642.282239382239	1	0.0015569479252015767	"l"	"present"	"verified"	518	16635.11	50	1000	1	32.114111969112	"Niskin bottle"	"phytoplankton"	"Dinophycean"	"„złote”"	"cyst"		
10	60	"AT"	10	"cells/l"	"Eutreptiella"	"sp."	2017	"GlacierFront2017"	"KpS4"	"PHT-006"	"species"	"Occurrence"	7065.10463320463	11	0.0015569479252015767	"l"	"present"	"verified"	518	16635.11	50	1000	1	353.255231660232	"Niskin bottle"	"phytoplankton"					
10	60	"AT"	10	"cells/l"	"Eukaryota incertae sedis"	"indet."	2017	"GlacierFront2017"	"KpS4"	"PHT-006"		"Occurrence"	8991.95135135135	14	0.0015569479252015767	"l"	"present"	"verified"	518	16635.11	50	1000	1	449.597567567568	"Niskin bottle"	"phytoplankton"	"Flagellates"				
10	60	"AT"	10	"cells/l"	"Eukaryota incertae sedis"	"indet."	2017	"GlacierFront2017"	"KpS4"	"PHT-006"		"Occurrence"	642.282239382239	1	0.0015569479252015767	"l"	"present"	"verified"	518	16635.11	50	1000	1	32.114111969112	"Niskin bottle"	"phytoplankton"	"Flagellates"				
10	60	"AT"	10	"cells/l"	"Gonyaulax gracilis"		2017	"GlacierFront2017"	"KpS4"	"PHT-006"		"Occurrence"	642.282239382239	1	0.0015569479252015767	"l"	"present"	"verified"	518	16635.11	50	1000	1	32.114111969112	"Niskin bottle"	"phytoplankton"					
10	60	"AT"	10	"cells/l"	"Gymnodinium"	"sp."	2017	"GlacierFront2017"	"KpS4"	"PHT-006"	"species"	"Occurrence"	642.282239382239	1	0.0015569479252015767	"l"	"present"	"verified"	518	16635.11	50	1000	1	32.114111969112	"Niskin bottle"	"phytoplankton"	"Gymnodinium sp. 10-20um"				
10	60	"AT"	10	"cells/l"	"Leucocryptos marina"		2017	"GlacierFront2017"	"KpS4"	"PHT-006"		"Occurrence"	1284.56447876448	2	0.0015569479252015767	"l"	"present"	"verified"	518	16635.11	50	1000	1	64.2282239382239	"Niskin bottle"	"phytoplankton"					
10	60	"AT"	10	"cells/l"	"Leucocryptos"	"sp."	2017	"GlacierFront2017"	"KpS4"	"PHT-006"	"species"	"Occurrence"	642.282239382239	1	0.0015569479252015767	"l"	"present"	"verified"	518	16635.11	50	1000	1	32.114111969112	"Niskin bottle"	"phytoplankton"		"„duzy”"			"+"
10	60	"AT"	10	"cells/l"	"Olisthodiscus"	"sp."	2017	"GlacierFront2017"	"KpS4"	"PHT-006"	"species"	"Occurrence"	642.282239382239	1	0.0015569479252015767	"l"	"present"	"verified"	518	16635.11	50	1000	1	32.114111969112	"Niskin bottle"	"phytoplankton"					
10	60	"AT"	10	"cells/l"	"Oxyrrhis"	"sp."	2017	"GlacierFront2017"	"KpS4"	"PHT-006"	"species"	"Occurrence"	642.282239382239	1	0.0015569479252015767	"l"	"present"	"verified"	518	16635.11	50	1000	1	32.114111969112	"Niskin bottle"	"phytoplankton"					
10	60	"AT"	10	"cells/l"	"Prorocentrum cordatum"		2017	"GlacierFront2017"	"KpS4"	"PHT-006"		"Occurrence"	1284.56447876448	2	0.0015569479252015767	"l"	"present"	"verified"	518	16635.11	50	1000	1	64.2282239382239	"Niskin bottle"	"phytoplankton"					
10	60	"AT"	10	"cells/l"	"Pseudo-nitzschia"	"spp. delicatissima/pseudo-delicatissima"	2017	"GlacierFront2017"	"KpS4"	"PHT-006"	"species"	"Occurrence"	642.282239382239	1	0.0015569479252015767	"l"	"present"	"verified"	518	16635.11	50	1000	1	32.114111969112	"Niskin bottle"	"phytoplankton"	"Pseudo-nitzschia delicatissima/ pseudo-delicatissima"				
10	60	"AT"	10	"cells/l"	"Pseudo-nitzschia granii"		2017	"GlacierFront2017"	"KpS4"	"PHT-006"		"Occurrence"	642.282239382239	1	0.0015569479252015767	"l"	"present"	"verified"	518	16635.11	50	1000	1	32.114111969112	"Niskin bottle"	"phytoplankton"					
10	60	"AT"	10	"cells/l"	"Pyramimonas"	"sp."	2017	"GlacierFront2017"	"KpS4"	"PHT-006"	"species"	"Occurrence"	8349.66911196911	13	0.0015569479252015767	"l"	"present"	"verified"	518	16635.11	50	1000	1	417.483455598456	"Niskin bottle"	"phytoplankton"					
10	60	"AT"	10	"cells/l"	"Teleaulax"	"sp."	2017	"GlacierFront2017"	"KpS4"	"PHT-006"	"species"	"Occurrence"	1284.56447876448	2	0.0015569479252015767	"l"	"present"	"verified"	518	16635.11	50	1000	1	64.2282239382239	"Niskin bottle"	"phytoplankton"					
10	60	"AT"	10	"cells/l"	"Thalassiosira"	"spp. gravida/antarctica"	2017	"GlacierFront2017"	"KpS4"	"PHT-006"	"species"	"Occurrence"	642.282239382239	1	0.0015569479252015767	"l"	"present"	"verified"	518	16635.11	50	1000	1	32.114111969112	"Niskin bottle"	"phytoplankton"	"Thalassiosira gravida/antarctica"				
	60	"AT"		"cells/l"	"Pyramimonas"	"sp."	2017	"GlacierFront2017"	"KpM3"	"PHT-008"	"species"	"Occurrence"	2559.24769230769	3	0.0011722194803641215	"l"	"present"	"verified"	390	16635.11	50	1000	1	127.962384615385	"Niskin bottle"	"phytoplankton"					
	60	"AT"		"cells/l"	"Eutreptiella"	"sp."	2017	"GlacierFront2017"	"KpM3"	"PHT-008"	"species"	"Occurrence"	2559.24769230769	3	0.0011722194803641215	"l"	"present"	"verified"	390	16635.11	50	1000	1	127.962384615385	"Niskin bottle"	"phytoplankton"					
10	60	"AT"	10	"cells/l"	"Eutreptiella"	"sp."	2017	"GlacierFront2017"	"KpM4"	"PHT-005"	"species"	"Occurrence"	616.115185185185	1	0.001623073126658014	"l"	"present"	"verified"	540	16635.11	50	1000	1	30.8057592592593	"Niskin bottle"	"phytoplankton"					
10	60	"AT"	10	"cells/l"	"Teleaulax"	"sp."	2017	"GlacierFront2017"	"KpM4"	"PHT-005"	"species"	"Occurrence"	616.115185185185	1	0.001623073126658014	"l"	"present"	"verified"	540	16635.11	50	1000	1	30.8057592592593	"Niskin bottle"	"phytoplankton"					
10	60	"AT"	10	"cells/l"	"Eukaryota incertae sedis"	"indet."	2017	"GlacierFront2017"	"KpM4"	"PHT-005"		"Occurrence"	616.115185185185	1	0.001623073126658014	"l"	"present"	"verified"	540	16635.11	50	1000	1	30.8057592592593	"Niskin bottle"	"phytoplankton"	"Flagellates"				
10	60	"AT"	10	"cells/l"	"Chrysophyceae"	"indet."	2017	"GlacierFront2017"	"KpM4"	"PHT-005"		"Occurrence"	616.115185185185	1	0.001623073126658014	"l"	"present"	"verified"	540	16635.11	50	1000	1	30.8057592592593	"Niskin bottle"	"phytoplankton"	"Chrysophycean"		"cyst"		
10	60	"AT"	10	"cells/l"	"Leucocryptos marina"		2017	"GlacierFront2017"	"KpM4"	"PHT-005"		"Occurrence"	616.115185185185	1	0.001623073126658014	"l"	"present"	"verified"	540	16635.11	50	1000	1	30.8057592592593	"Niskin bottle"	"phytoplankton"					
10	60	"AT"	10	"cells/l"	"Pyramimonas"	"sp."	2017	"GlacierFront2017"	"KpM4"	"PHT-005"	"species"	"Occurrence"	1232.23037037037	2	0.001623073126658014	"l"	"present"	"verified"	540	16635.11	50	1000	1	61.6115185185185	"Niskin bottle"	"phytoplankton"					
	60	"AT"		"cells/l"	"Eukaryota incertae sedis"	"indet."	2017	"GlacierFront2017"	"KpS3"	"PHT-007"		"Occurrence"	5015.61105527638	6	0.0011962650081664623	"l"	"present"	"verified"	398	16635.11	50	1000	1	250.780552763819	"Niskin bottle"	"phytoplankton"	"Flagellates"				
	60	"AT"		"cells/l"	"Gymnodinium simplex"		2017	"GlacierFront2017"	"KpS3"	"PHT-007"		"Occurrence"	835.935175879397	1	0.0011962650081664623	"l"	"present"	"verified"	398	16635.11	50	1000	1	41.7967587939699	"Niskin bottle"	"phytoplankton"					
	60	"AT"		"cells/l"	"Eutreptiella"	"sp."	2017	"GlacierFront2017"	"KpS3"	"PHT-007"	"species"	"Occurrence"	5851.54623115578	7	0.0011962650081664623	"l"	"present"	"verified"	398	16635.11	50	1000	1	292.577311557789	"Niskin bottle"	"phytoplankton"					
	60	"AT"		"cells/l"	"Gymnodinium"	"sp."	2017	"GlacierFront2017"	"KpS3"	"PHT-007"	"species"	"Occurrence"	835.935175879397	1	0.0011962650081664623	"l"	"present"	"verified"	398	16635.11	50	1000	1	41.7967587939699	"Niskin bottle"	"phytoplankton"	"Gymnodinium sp. 10-20um"				"+"
	60	"AT"		"cells/l"	"Olisthodiscus"	"sp."	2017	"GlacierFront2017"	"KpS3"	"PHT-007"	"species"	"Occurrence"	835.935175879397	1	0.0011962650081664623	"l"	"present"	"verified"	398	16635.11	50	1000	1	41.7967587939699	"Niskin bottle"	"phytoplankton"					
	60	"AT"		"cells/l"	"Telonema"	"sp."	2017	"GlacierFront2017"	"KpS3"	"PHT-007"	"species"	"Occurrence"	835.935175879397	1	0.0011962650081664623	"l"	"present"	"verified"	398	16635.11	50	1000	1	41.7967587939699	"Niskin bottle"	"phytoplankton"					
	60	"AT"		"cells/l"	"Oxyrrhis"	"sp."	2017	"GlacierFront2017"	"KpS3"	"PHT-007"	"species"	"Occurrence"	1671.87035175879	2	0.0011962650081664623	"l"	"present"	"verified"	398	16635.11	50	1000	1	83.5935175879397	"Niskin bottle"	"phytoplankton"					
	60	"AT"		"cells/l"	"Prorocentrum cordatum"		2017	"GlacierFront2017"	"KpS3"	"PHT-007"		"Occurrence"	2507.80552763819	3	0.0011962650081664623	"l"	"present"	"verified"	398	16635.11	50	1000	1	125.39027638191	"Niskin bottle"	"phytoplankton"					
	60	"AT"		"cells/l"	"Pyramimonas"	"sp."	2017	"GlacierFront2017"	"KpS3"	"PHT-007"	"species"	"Occurrence"	9195.28693467337	11	0.0011962650081664623	"l"	"present"	"verified"	398	16635.11	50	1000	1	459.764346733668	"Niskin bottle"	"phytoplankton"					
	60	"AT"		"cells/l"	"Chrysophyceae"	"indet."	2017	"GlacierFront2017"	"KpS3"	"PHT-007"		"Occurrence"	835.935175879397	1	0.0011962650081664623	"l"	"present"	"verified"	398	16635.11	50	1000	1	41.7967587939699	"Niskin bottle"	"phytoplankton"	"Chrysophycean"		"cyst"		
	60	"AT"		"cells/l"	"Lohmanniella oviformis"		2017	"GlacierFront2017"	"KpS3"	"PHT-007"		"Occurrence"	835.935175879397	1	0.0011962650081664623	"l"	"present"	"verified"	398	16635.11	50	1000	1	41.7967587939699	"Niskin bottle"	"phytoplankton"					
	60	"AT"		"cells/l"	"Leucocryptos marina"		2017	"GlacierFront2017"	"KpS3"	"PHT-007"		"Occurrence"	835.935175879397	1	0.0011962650081664623	"l"	"present"	"verified"	398	16635.11	50	1000	1	41.7967587939699	"Niskin bottle"	"phytoplankton"					
	60	"AT"		"cells/l"	"Gymnodinium"	"sp. cf. G. gracilentum"	2017	"GlacierFront2017"	"KpS3"	"PHT-007"	"species"	"Occurrence"	835.935175879397	1	0.0011962650081664623	"l"	"present"	"verified"	398	16635.11	50	1000	1	41.7967587939699	"Niskin bottle"	"phytoplankton"					
5	60	"AT"	5	"cells/l"	"Pyramimonas"	"sp."	2017	"GlacierFront2017"	"Kb7"	"PHT-036"	"species"	"Occurrence"	184834.555555556	50	0.00027051218777633576	"l"	"present"	"verified"	90	16635.11	50	1000	1	9241.72777777778	"Niskin bottle"	"phytoplankton"					
5	60	"AT"	5	"cells/l"	"Eutreptiella"	"sp."	2017	"GlacierFront2017"	"Kb7"	"PHT-036"	"species"	"Occurrence"	756141.363636364	50	0.00006612520145643761	"l"	"present"	"verified"	22	16635.11	50	1000	1	37807.0681818182	"Niskin bottle"	"phytoplankton"					
