"maximumDepthInMeters"	"identifiedBy"	"minimumDepthInMeters"	"organismQuantityType"	"scientificName"	"year"	"expedition"	"locationID"	"fieldNumber"	"basisOfRecord"	"sampleSizeUnit"	"occurrenceStatus"	"occurrenceRemarks"	"quantificationStatus"	"maxFields"	"gear"	"sampletype"	"previousIdentifications"	"identificationQualifier"	"taxonRank"	"lifeStage"	"foto"
20	"AT"	20	"cells/l"	"Rhizosolenia hebetata"	2016	"MOSJ2016"	"KB7"	"HAN-001"	"Occurrence"	"l"	"present"	"20 – 0"	"incalculable"		"Handnet"	"handnet"					
20	"AT"	20	"cells/l"	"Gymnodiniales"	2016	"MOSJ2016"	"KB7"	"HAN-001"	"Occurrence"	"l"	"present"	"20 – 0"	"incalculable"		"Handnet"	"handnet"	"Gymnodiniales indet. 30-40um"	"indet."			
20	"AT"	20	"cells/l"	"Tintinnopsis beroidea"	2016	"MOSJ2016"	"KB7"	"HAN-001"	"Occurrence"	"l"	"present"	"20 – 0"	"incalculable"		"Handnet"	"handnet"					"+"
20	"AT"	20	"cells/l"	"Phalacroma rotundatum"	2016	"MOSJ2016"	"KB7"	"HAN-001"	"Occurrence"	"l"	"present"	"20 – 0"	"incalculable"		"Handnet"	"handnet"	"Dinophysis rotundata"				
20	"AT"	20	"cells/l"	"Gymnodiniales"	2016	"MOSJ2016"	"KB7"	"HAN-001"	"Occurrence"	"l"	"present"	"20 – 0"	"incalculable"		"Handnet"	"handnet"	"Gymnodiniales indet. 40-50um"	"indet."			"+"
20	"AT"	20	"cells/l"	"Protoperidinium pellucidum"	2016	"MOSJ2016"	"KB7"	"HAN-001"	"Occurrence"	"l"	"present"	"20 – 0"	"incalculable"		"Handnet"	"handnet"					
20	"AT"	20	"cells/l"	"Didinium"	2016	"MOSJ2016"	"KB7"	"HAN-001"	"Occurrence"	"l"	"present"	"20 – 0"	"incalculable"		"Handnet"	"handnet"		"sp."	"species"		
20	"AT"	20	"cells/l"	"Protoperidinium cerasus"	2016	"MOSJ2016"	"KB7"	"HAN-001"	"Occurrence"	"l"	"present"	"20 – 0"	"incalculable"		"Handnet"	"handnet"					
20	"AT"	20	"cells/l"	"Leegaardiella sol"	2016	"MOSJ2016"	"KB7"	"HAN-001"	"Occurrence"	"l"	"present"	"20 – 0"	"incalculable"		"Handnet"	"handnet"					
20	"AT"	20	"cells/l"	"Alexandrium"	2016	"MOSJ2016"	"KB7"	"HAN-001"	"Occurrence"	"l"	"present"	"20 – 0"	"incalculable"		"Handnet"	"handnet"		"sp."	"species"		
20	"AT"	20	"cells/l"	"Ptychocylis obtusa"	2016	"MOSJ2016"	"KB7"	"HAN-001"	"Occurrence"	"l"	"present"	"20 – 0"	"incalculable"		"Handnet"	"handnet"					
20	"AT"	20	"cells/l"	"Strombidium"	2016	"MOSJ2016"	"KB7"	"HAN-001"	"Occurrence"	"l"	"present"	"20 – 0"	"incalculable"		"Handnet"	"handnet"		"sp."	"species"		
20	"AT"	20	"cells/l"	"Protoperidinium pallidum"	2016	"MOSJ2016"	"V6"	"HAN-010"	"Occurrence"	"l"	"present"	"20 – 0"	"incalculable"		"Handnet"	"handnet"					
20	"AT"	20	"cells/l"	"Rhizosolenia hebetata"	2016	"MOSJ2016"	"V6"	"HAN-010"	"Occurrence"	"l"	"present"	"20 – 0"	"incalculable"		"Handnet"	"handnet"					
20	"AT"	20	"cells/l"	"Protoperidinium pellucidum"	2016	"MOSJ2016"	"V6"	"HAN-010"	"Occurrence"	"l"	"present"	"20 – 0"	"incalculable"		"Handnet"	"handnet"					
20	"AT"	20	"cells/l"	"Gymnodiniales"	2016	"MOSJ2016"	"V6"	"HAN-010"	"Occurrence"	"l"	"present"	"20 – 0"	"incalculable"		"Handnet"	"handnet"	"Gymnodiniales indet. 40-50um"	"indet."			
20	"AT"	20	"cells/l"	"Chaetoceros borealis"	2016	"MOSJ2016"	"V6"	"HAN-010"	"Occurrence"	"l"	"present"	"20 – 0"	"incalculable"		"Handnet"	"handnet"					
20	"AT"	20	"cells/l"	"Acanthostomella norvegica"	2016	"MOSJ2016"	"V6"	"HAN-010"	"Occurrence"	"l"	"present"	"20 – 0"	"incalculable"		"Handnet"	"handnet"					
20	"AT"	20	"cells/l"	"Dinophyceae"	2016	"MOSJ2016"	"V6"	"HAN-010"	"Occurrence"	"l"	"present"	"20 – 0"	"incalculable"		"Handnet"	"handnet"	"Dinophyceae indet. cyst"	"indet."		"cyst"	
20	"AT"	20	"cells/l"	"Gymnodiniales"	2016	"MOSJ2016"	"V6"	"HAN-010"	"Occurrence"	"l"	"present"	"20 – 0"	"incalculable"		"Handnet"	"handnet"	"Gymnodiniales indet. 50-60um"	"indet."			"+"
20	"AT"	20	"cells/l"	"Strombidium"	2016	"MOSJ2016"	"V6"	"HAN-010"	"Occurrence"	"l"	"present"	"20 – 0"	"incalculable"		"Handnet"	"handnet"		"sp."	"species"		
20	"AT"	20	"cells/l"	"Protoperidinium brevipes"	2016	"MOSJ2016"	"V6"	"HAN-010"	"Occurrence"	"l"	"present"	"20 – 0"	"incalculable"		"Handnet"	"handnet"					
20	"AT"	20	"cells/l"	"Ptychocylis obtusa"	2016	"MOSJ2016"	"V6"	"HAN-010"	"Occurrence"	"l"	"present"	"20 – 0"	"incalculable"		"Handnet"	"handnet"					
20	"AT"	20	"cells/l"	"Parafavella obtusangula"	2016	"MOSJ2016"	"V6"	"HAN-010"	"Occurrence"	"l"	"present"	"20 – 0"	"incalculable"		"Handnet"	"handnet"					
20	"AT"	20	"cells/l"	"Tintinnopsis"	2016	"MOSJ2016"	"V6"	"HAN-010"	"Occurrence"	"l"	"present"	"20 – 0"	"incalculable"		"Handnet"	"handnet"		"sp."	"species"		
20	"AT"	20	"cells/l"	"Chaetoceros concavicornis"	2016	"MOSJ2016"	"V6"	"HAN-010"	"Occurrence"	"l"	"present"	"20 – 0"	"incalculable"		"Handnet"	"handnet"					
20	"AT"	20	"cells/l"	"Gymnodiniales"	2016	"MOSJ2016"	"V6"	"HAN-010"	"Occurrence"	"l"	"present"	"20 – 0"	"incalculable"		"Handnet"	"handnet"	"Gymnodiniales indet. 30-40um"	"indet."			
20	"AT"	20	"cells/l"	"Tripos arcticus"	2016	"MOSJ2016"	"V6"	"HAN-010"	"Occurrence"	"l"	"present"	"20 – 0"	"incalculable"		"Handnet"	"handnet"	"Ceratium arcticum"				
20	"AT"	20	"cells/l"	"Phalacroma rotundatum"	2016	"MOSJ2016"	"V6"	"HAN-010"	"Occurrence"	"l"	"present"	"20 – 0"	"incalculable"		"Handnet"	"handnet"	"Dinophysis rotundata"				
20	"AT"	20	"cells/l"	"Heterocapsa triquetra"	2016	"MOSJ2016"	"V6"	"HAN-010"	"Occurrence"	"l"	"present"	"20 – 0"	"incalculable"		"Handnet"	"handnet"					
20	"AT"	20	"cells/l"	"Scrippsiella"	2016	"MOSJ2016"	"V6"	"HAN-010"	"Occurrence"	"l"	"present"	"20 – 0"	"incalculable"		"Handnet"	"handnet"		"sp."	"species"		
20	"AT"	20	"cells/l"	"Corethron hystrix"	2016	"MOSJ2016"	"V6"	"HAN-010"	"Occurrence"	"l"	"present"	"20 – 0"	"incalculable"		"Handnet"	"handnet"					
20	"AT"	20	"cells/l"	"Rhizosolenia hebetata"	2016	"MOSJ2016"	"R5"	"HAN-016"	"Occurrence"	"l"	"present"	"20 – 0"	"incalculable"		"Handnet"	"handnet"					
20	"AT"	20	"cells/l"	"Chaetoceros decipiens"	2016	"MOSJ2016"	"R5"	"HAN-016"	"Occurrence"	"l"	"present"	"20 – 0"	"incalculable"		"Handnet"	"handnet"					
20	"AT"	20	"cells/l"	"Acanthostomella norvegica"	2016	"MOSJ2016"	"R5"	"HAN-016"	"Occurrence"	"l"	"present"	"20 – 0"	"incalculable"		"Handnet"	"handnet"					
20	"AT"	20	"cells/l"	"Rhizosolenia hebetata"	2016	"MOSJ2016"	"R2"	"HAN-013"	"Occurrence"	"l"	"present"	"20 – 0"	"incalculable"		"Handnet"	"handnet"					
20	"AT"	20	"cells/l"	"Dinophyceae"	2016	"MOSJ2016"	"R2"	"HAN-013"	"Occurrence"	"l"	"present"	"20 – 0"	"incalculable"		"Handnet"	"handnet"	"Dinophyceae indet. cyst"	"indet."		"cyst"	
20	"AT"	20	"cells/l"	"Acanthostomella norvegica"	2016	"MOSJ2016"	"R2"	"HAN-013"	"Occurrence"	"l"	"present"	"20 – 0"	"incalculable"		"Handnet"	"handnet"					
20	"AT"	20	"cells/l"	"Lohmanniella oviformis"	2016	"MOSJ2016"	"R2"	"HAN-013"	"Occurrence"	"l"	"present"	"20 – 0"	"incalculable"		"Handnet"	"handnet"					
20	"AT"	20	"cells/l"	"Parafavella obtusangula"	2016	"MOSJ2016"	"R2"	"HAN-013"	"Occurrence"	"l"	"present"	"20 – 0"	"incalculable"		"Handnet"	"handnet"					
20	"AT"	20	"cells/l"	"Protoperidinium brevipes"	2016	"MOSJ2016"	"R2"	"HAN-013"	"Occurrence"	"l"	"present"	"20 – 0"	"incalculable"		"Handnet"	"handnet"					
20	"AT"	20	"cells/l"	"Dinophysis acuminata"	2016	"MOSJ2016"	"R2"	"HAN-013"	"Occurrence"	"l"	"present"	"20 – 0"	"incalculable"		"Handnet"	"handnet"					
20	"AT"	20	"cells/l"	"Tintinnopsis"	2016	"MOSJ2016"	"R2"	"HAN-013"	"Occurrence"	"l"	"present"	"20 – 0"	"incalculable"		"Handnet"	"handnet"		"sp."	"species"		
20	"AT"	20	"cells/l"	"Tintinnopsis"	2016	"MOSJ2016"	"R6"	"HAN-018"	"Occurrence"	"l"	"present"	"20 – 0"	"incalculable"		"Handnet"	"handnet"	"Tintinnpsis"	"sp."	"species"		
20	"AT"	20	"cells/l"	"Chaetoceros decipiens"	2016	"MOSJ2016"	"R6"	"HAN-018"	"Occurrence"	"l"	"present"	"20 – 0"	"incalculable"		"Handnet"	"handnet"					
20	"AT"	20	"cells/l"	"Protoperidinium pallidum"	2016	"MOSJ2016"	"R6"	"HAN-018"	"Occurrence"	"l"	"present"	"20 – 0"	"incalculable"		"Handnet"	"handnet"					
20	"AT"	20	"cells/l"	"Gymnodiniales"	2016	"MOSJ2016"	"R6"	"HAN-018"	"Occurrence"	"l"	"present"	"20 – 0"	"incalculable"		"Handnet"	"handnet"	"Gymnodiniales indet. 40-50um"	"indet."			"+"
20	"AT"	20	"cells/l"	"Protoperidinium pellucidum"	2016	"MOSJ2016"	"R6"	"HAN-018"	"Occurrence"	"l"	"present"	"20 – 0"	"incalculable"		"Handnet"	"handnet"					
20	"AT"	20	"cells/l"	"Rhizosolenia hebetata"	2016	"MOSJ2016"	"R6"	"HAN-018"	"Occurrence"	"l"	"present"	"20 – 0"	"incalculable"		"Handnet"	"handnet"					
20	"AT"	20	"cells/l"	"Ptychocylis obtusa"	2016	"MOSJ2016"	"R6"	"HAN-018"	"Occurrence"	"l"	"present"	"20 – 0"	"incalculable"		"Handnet"	"handnet"					
20	"AT"	20	"cells/l"	"Leprotintinnus"	2016	"MOSJ2016"	"R6"	"HAN-018"	"Occurrence"	"l"	"present"	"20 – 0"	"incalculable"		"Handnet"	"handnet"	"Leprotintinnopsis"	"sp."	"species"		
20	"AT"	20	"cells/l"	"Dinophysis acuminata"	2016	"MOSJ2016"	"R6"	"HAN-018"	"Occurrence"	"l"	"present"	"20 – 0"	"incalculable"		"Handnet"	"handnet"					
20	"AT"	20	"cells/l"	"Ciliophora"	2016	"MOSJ2016"	"R6"	"HAN-018"	"Occurrence"	"l"	"present"	"20 – 0"	"incalculable"		"Handnet"	"handnet"	"Ciliophora indet. 40-50um"	"indet."			
20	"AT"	20	"cells/l"	"Phalacroma rotundatum"	2016	"MOSJ2016"	"R6"	"HAN-018"	"Occurrence"	"l"	"present"	"20 – 0"	"incalculable"		"Handnet"	"handnet"	"Dinophysis rotundata"				
20	"AT"	20	"cells/l"	"Strombidium"	2016	"MOSJ2016"	"R6"	"HAN-018"	"Occurrence"	"l"	"present"	"20 – 0"	"incalculable"		"Handnet"	"handnet"		"sp."	"species"		
20	"AT"	20	"cells/l"	"Chaetoceros concavicornis"	2016	"MOSJ2016"	"R6"	"HAN-018"	"Occurrence"	"l"	"present"	"20 – 0"	"incalculable"		"Handnet"	"handnet"					
20	"AT"	20	"cells/l"	"Protoperidinium brevipes"	2016	"MOSJ2016"	"R6"	"HAN-018"	"Occurrence"	"l"	"present"	"20 – 0"	"incalculable"		"Handnet"	"handnet"					
20	"AT"	20	"cells/l"	"Gyrodinium fusiforme"	2016	"MOSJ2016"	"R6"	"HAN-018"	"Occurrence"	"l"	"present"	"20 – 0"	"incalculable"		"Handnet"	"handnet"					
20	"AT"	20	"cells/l"	"Parafavella obtusangula"	2016	"MOSJ2016"	"R6"	"HAN-018"	"Occurrence"	"l"	"present"	"20 – 0"	"incalculable"		"Handnet"	"handnet"					
20	"AT"	20	"cells/l"	"Dinophyceae"	2016	"MOSJ2016"	"R6"	"HAN-018"	"Occurrence"	"l"	"present"	"20 – 0"	"incalculable"		"Handnet"	"handnet"	"Dinophyceae indet. cyst"	"indet."		"cyst"	
20	"AT"	20	"cells/l"	"Polarella glacialis"	2016	"MOSJ2016"	"R6"	"HAN-018"	"Occurrence"	"l"	"present"	"20 – 0"	"incalculable"		"Handnet"	"handnet"	"Polarella glacialis cyst"			"cyst"	
20	"AT"	20	"cells/l"	"Chaetoceros borealis"	2016	"MOSJ2016"	"R6"	"HAN-018"	"Occurrence"	"l"	"present"	"20 – 0"	"incalculable"		"Handnet"	"handnet"					
20	"AT"	20	"cells/l"	"Gonyaulax"	2016	"MOSJ2016"	"R6"	"HAN-018"	"Occurrence"	"l"	"present"	"20 – 0"	"incalculable"		"Handnet"	"handnet"		"sp."	"species"		
20	"AT"	20	"cells/l"	"Chaetoceros socialis"	2016	"MOSJ2016"	"R6"	"HAN-018"	"Occurrence"	"l"	"present"	"20 – 0"	"incalculable"		"Handnet"	"handnet"					
20	"AT"	20	"cells/l"	"Lessardia elongata"	2016	"MOSJ2016"	"R6"	"HAN-018"	"Occurrence"	"l"	"present"	"20 – 0"	"incalculable"		"Handnet"	"handnet"					
20	"AT"	20	"cells/l"	"Protoperidinium bipes"	2016	"MOSJ2016"	"R6"	"HAN-018"	"Occurrence"	"l"	"present"	"20 – 0"	"incalculable"		"Handnet"	"handnet"					
20	"AT"	20	"cells/l"	"Tripos arcticus"	2016	"MOSJ2016"	"R6"	"HAN-018"	"Occurrence"	"l"	"present"	"20 – 0"	"incalculable"		"Handnet"	"handnet"	"Ceratium arcticum"				"+"
20	"AT"	20	"cells/l"	"Corethron hystrix"	2016	"MOSJ2016"	"R6"	"HAN-018"	"Occurrence"	"l"	"present"	"20 – 0"	"incalculable"		"Handnet"	"handnet"					
20	"AT"	20	"cells/l"	"Nitzschia frigida"	2016	"MOSJ2016"	"R8"	"HAN-019"	"Occurrence"	"l"	"present"	"20 – 0"	"incalculable"		"Handnet"	"handnet"					
20	"AT"	20	"cells/l"	"Chaetoceros decipiens"	2016	"MOSJ2016"	"R8"	"HAN-019"	"Occurrence"	"l"	"present"	"20 – 0"	"incalculable"		"Handnet"	"handnet"					
20	"AT"	20	"cells/l"	"Protoperidinium pellucidum"	2016	"MOSJ2016"	"R8"	"HAN-019"	"Occurrence"	"l"	"present"	"20 – 0"	"incalculable"		"Handnet"	"handnet"					
20	"AT"	20	"cells/l"	"Protoperidinium brevipes"	2016	"MOSJ2016"	"R8"	"HAN-019"	"Occurrence"	"l"	"present"	"20 – 0"	"incalculable"		"Handnet"	"handnet"					
20	"AT"	20	"cells/l"	"Rhizosolenia hebetata"	2016	"MOSJ2016"	"R8"	"HAN-019"	"Occurrence"	"l"	"present"	"20 – 0"	"incalculable"		"Handnet"	"handnet"					
20	"AT"	20	"cells/l"	"Protoperidinium pallidum"	2016	"MOSJ2016"	"R8"	"HAN-019"	"Occurrence"	"l"	"present"	"20 – 0"	"incalculable"		"Handnet"	"handnet"					
20	"AT"	20	"cells/l"	"Gymnodiniales"	2016	"MOSJ2016"	"R8"	"HAN-019"	"Occurrence"	"l"	"present"	"20 – 0"	"incalculable"		"Handnet"	"handnet"	"Gymnodiniales indet. 40-50um"	"indet."			
20	"AT"	20	"cells/l"	"Gyrodinium fusiforme"	2016	"MOSJ2016"	"R8"	"HAN-019"	"Occurrence"	"l"	"present"	"20 – 0"	"incalculable"		"Handnet"	"handnet"					
20	"AT"	20	"cells/l"	"Polarella glacialis"	2016	"MOSJ2016"	"R8"	"HAN-019"	"Occurrence"	"l"	"present"	"20 – 0"	"incalculable"		"Handnet"	"handnet"	"Polarella glacialis cyst"			"cyst"	
20	"AT"	20	"cells/l"	"Ciliophora"	2016	"MOSJ2016"	"R8"	"HAN-019"	"Occurrence"	"l"	"present"	"20 – 0"	"incalculable"		"Handnet"	"handnet"	"Ciliophora indet. 50-60um"	"indet."			
20	"AT"	20	"cells/l"	"Protoperidinium brevipes"	2016	"MOSJ2016"	"R8"	"HAN-019"	"Occurrence"	"l"	"present"	"20 – 0"	"incalculable"		"Handnet"	"handnet"					
20	"AT"	20	"cells/l"	"Leprotintinnus"	2016	"MOSJ2016"	"R8"	"HAN-019"	"Occurrence"	"l"	"present"	"20 – 0"	"incalculable"		"Handnet"	"handnet"	"Leprotintinnopsis"	"sp."	"species"		
20	"AT"	20	"cells/l"	"Strombidium"	2016	"MOSJ2016"	"R8"	"HAN-019"	"Occurrence"	"l"	"present"	"20 – 0"	"incalculable"		"Handnet"	"handnet"		"sp."	"species"		
20	"AT"	20	"cells/l"	"Ptychocylis obtusa"	2016	"MOSJ2016"	"R8"	"HAN-019"	"Occurrence"	"l"	"present"	"20 – 0"	"incalculable"		"Handnet"	"handnet"					
20	"AT"	20	"cells/l"	"Uronema marinum"	2016	"MOSJ2016"	"R8"	"HAN-019"	"Occurrence"	"l"	"present"	"20 – 0"	"incalculable"		"Handnet"	"handnet"					
20	"AT"	20	"cells/l"	"Navicula pelagica"	2016	"MOSJ2016"	"R8"	"HAN-019"	"Occurrence"	"l"	"present"	"20 – 0"	"incalculable"		"Handnet"	"handnet"					
20	"AT"	20	"cells/l"	"Chaetoceros furcellatus"	2016	"MOSJ2016"	"R8"	"HAN-019"	"Occurrence"	"l"	"present"	"20 – 0"	"incalculable"		"Handnet"	"handnet"					
20	"AT"	20	"cells/l"	"Gymnodiniales"	2016	"MOSJ2016"	"R8"	"HAN-019"	"Occurrence"	"l"	"present"	"20 – 0"	"incalculable"		"Handnet"	"handnet"	"Gymnodiniales indet. 50-60um"	"indet."			
20	"AT"	20	"cells/l"	"Didinium"	2016	"MOSJ2016"	"R8"	"HAN-019"	"Occurrence"	"l"	"present"	"20 – 0"	"incalculable"		"Handnet"	"handnet"		"sp."	"species"		
20	"AT"	20	"cells/l"	"Dinophysis acuminata"	2016	"MOSJ2016"	"R8"	"HAN-019"	"Occurrence"	"l"	"present"	"20 – 0"	"incalculable"		"Handnet"	"handnet"					
20	"AT"	20	"cells/l"	"Scrippsiella"	2016	"MOSJ2016"	"R8"	"HAN-019"	"Occurrence"	"l"	"present"	"20 – 0"	"incalculable"		"Handnet"	"handnet"		"sp."	"species"		
20	"AT"	20	"cells/l"	"Leegaardiella sol"	2016	"MOSJ2016"	"R8"	"HAN-019"	"Occurrence"	"l"	"present"	"20 – 0"	"incalculable"		"Handnet"	"handnet"					
20	"AT"	20	"cells/l"	"Phalacroma rotundatum"	2016	"MOSJ2016"	"R8"	"HAN-019"	"Occurrence"	"l"	"present"	"20 – 0"	"incalculable"		"Handnet"	"handnet"	"Dinophysis rotundata"				
20	"AT"	20	"cells/l"	"Ciliophora"	2016	"MOSJ2016"	"R9"	"HAN-020"	"Occurrence"	"l"	"present"	"20 – 0"	"incalculable"		"Handnet"	"handnet"	"Ciliophora indet. 30-40um"	"indet."			
20	"AT"	20	"cells/l"	"Leegaardiella sol"	2016	"MOSJ2016"	"R9"	"HAN-020"	"Occurrence"	"l"	"present"	"20 – 0"	"incalculable"		"Handnet"	"handnet"					
20	"AT"	20	"cells/l"	"Protoperidinium pallidum"	2016	"MOSJ2016"	"R9"	"HAN-020"	"Occurrence"	"l"	"present"	"20 – 0"	"incalculable"		"Handnet"	"handnet"					
20	"AT"	20	"cells/l"	"Thalassiosira bioculata"	2016	"MOSJ2016"	"R9"	"HAN-020"	"Occurrence"	"l"	"present"	"20 – 0"	"incalculable"		"Handnet"	"handnet"					
20	"AT"	20	"cells/l"	"Ptychocylis obtusa"	2016	"MOSJ2016"	"R9"	"HAN-020"	"Occurrence"	"l"	"present"	"20 – 0"	"incalculable"		"Handnet"	"handnet"					
20	"AT"	20	"cells/l"	"Protoperidinium pellucidum"	2016	"MOSJ2016"	"R9"	"HAN-020"	"Occurrence"	"l"	"present"	"20 – 0"	"incalculable"		"Handnet"	"handnet"					
20	"AT"	20	"cells/l"	"Phalacroma rotundatum"	2016	"MOSJ2016"	"R9"	"HAN-020"	"Occurrence"	"l"	"present"	"20 – 0"	"incalculable"		"Handnet"	"handnet"	"Dinophysis rotundata"				
20	"AT"	20	"cells/l"	"Cochlodinium"	2016	"MOSJ2016"	"R9"	"HAN-020"	"Occurrence"	"l"	"present"	"20 – 0"	"incalculable"		"Handnet"	"handnet"		"sp."	"species"		
20	"AT"	20	"cells/l"	"Rhizosolenia hebetata"	2016	"MOSJ2016"	"R9"	"HAN-020"	"Occurrence"	"l"	"present"	"20 – 0"	"incalculable"		"Handnet"	"handnet"					
20	"AT"	20	"cells/l"	"Protoperidinium brevipes"	2016	"MOSJ2016"	"R9"	"HAN-020"	"Occurrence"	"l"	"present"	"20 – 0"	"incalculable"		"Handnet"	"handnet"					
20	"AT"	20	"cells/l"	"Eucampia groenlandica"	2016	"MOSJ2016"	"R9"	"HAN-020"	"Occurrence"	"l"	"present"	"20 – 0"	"incalculable"		"Handnet"	"handnet"					
20	"AT"	20	"cells/l"	"Gymnodiniales"	2016	"MOSJ2016"	"R9"	"HAN-020"	"Occurrence"	"l"	"present"	"20 – 0"	"incalculable"		"Handnet"	"handnet"	"Gymnodiniales indet. 40-50um"	"indet."			
